 주택용(저압) 사용량별 요금표 ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 [ 기타계절(7~8월 제외) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 ",,, [ 하계(7~8월) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 "
" 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 ,,," 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 
392,"  1,600 ","  62,067 ","  3,528 ","  1,960 ","  69,155 ","  6,916 ","  2,550 ","  78,620 ",,,392,"  1,600 ","  52,607 ","  3,528 ","  1,960 ","  59,695 ","  5,970 ","  2,200 ","  67,860 "
393,"  1,600 ","  62,273 ","  3,537 ","  1,965 ","  69,375 ","  6,938 ","  2,560 ","  78,870 ",,,393,"  1,600 ","  52,813 ","  3,537 ","  1,965 ","  59,915 ","  5,992 ","  2,210 ","  68,110 "
394,"  1,600 ","  62,480 ","  3,546 ","  1,970 ","  69,596 ","  6,960 ","  2,570 ","  79,120 ",,,394,"  1,600 ","  53,020 ","  3,546 ","  1,970 ","  60,136 ","  6,014 ","  2,220 ","  68,370 "
395,"  1,600 ","  62,687 ","  3,555 ","  1,975 ","  69,817 ","  6,982 ","  2,580 ","  79,370 ",,,395,"  1,600 ","  53,227 ","  3,555 ","  1,975 ","  60,357 ","  6,036 ","  2,230 ","  68,620 "
396,"  1,600 ","  62,893 ","  3,564 ","  1,980 ","  70,037 ","  7,004 ","  2,590 ","  79,630 ",,,396,"  1,600 ","  53,433 ","  3,564 ","  1,980 ","  60,577 ","  6,058 ","  2,240 ","  68,870 "
397,"  1,600 ","  63,100 ","  3,573 ","  1,985 ","  70,258 ","  7,026 ","  2,590 ","  79,870 ",,,397,"  1,600 ","  53,640 ","  3,573 ","  1,985 ","  60,798 ","  6,080 ","  2,240 ","  69,110 "
398,"  1,600 ","  63,306 ","  3,582 ","  1,990 ","  70,478 ","  7,048 ","  2,600 ","  80,120 ",,,398,"  1,600 ","  53,846 ","  3,582 ","  1,990 ","  61,018 ","  6,102 ","  2,250 ","  69,370 "
399,"  1,600 ","  63,513 ","  3,591 ","  1,995 ","  70,699 ","  7,070 ","  2,610 ","  80,370 ",,,399,"  1,600 ","  54,053 ","  3,591 ","  1,995 ","  61,239 ","  6,124 ","  2,260 ","  69,620 "
400,"  1,600 ","  63,720 ","  3,600 ","  2,000 ","  70,920 ","  7,092 ","  2,620 ","  80,630 ",,,400,"  1,600 ","  54,260 ","  3,600 ","  2,000 ","  61,460 ","  6,146 ","  2,270 ","  69,870 "
401,"  7,300 ","  64,019 ","  3,609 ","  2,005 ","  76,933 ","  7,693 ","  2,840 ","  87,460 ",,,401,"  1,600 ","  54,466 ","  3,609 ","  2,005 ","  61,680 ","  6,168 ","  2,280 ","  70,120 "
402,"  7,300 ","  64,318 ","  3,618 ","  2,010 ","  77,246 ","  7,725 ","  2,850 ","  87,820 ",,,402,"  1,600 ","  54,673 ","  3,618 ","  2,010 ","  61,901 ","  6,190 ","  2,290 ","  70,380 "
403,"  7,300 ","  64,617 ","  3,627 ","  2,015 ","  77,559 ","  7,756 ","  2,860 ","  88,170 ",,,403,"  1,600 ","  54,879 ","  3,627 ","  2,015 ","  62,121 ","  6,212 ","  2,290 ","  70,620 "
404,"  7,300 ","  64,917 ","  3,636 ","  2,020 ","  77,873 ","  7,787 ","  2,880 ","  88,540 ",,,404,"  1,600 ","  55,086 ","  3,636 ","  2,020 ","  62,342 ","  6,234 ","  2,300 ","  70,870 "
405,"  7,300 ","  65,216 ","  3,645 ","  2,025 ","  78,186 ","  7,819 ","  2,890 ","  88,890 ",,,405,"  1,600 ","  55,293 ","  3,645 ","  2,025 ","  62,563 ","  6,256 ","  2,310 ","  71,120 "
406,"  7,300 ","  65,515 ","  3,654 ","  2,030 ","  78,499 ","  7,850 ","  2,900 ","  89,240 ",,,406,"  1,600 ","  55,499 ","  3,654 ","  2,030 ","  62,783 ","  6,278 ","  2,320 ","  71,380 "
407,"  7,300 ","  65,815 ","  3,663 ","  2,035 ","  78,813 ","  7,881 ","  2,910 ","  89,600 ",,,407,"  1,600 ","  55,706 ","  3,663 ","  2,035 ","  63,004 ","  6,300 ","  2,330 ","  71,630 "
408,"  7,300 ","  66,114 ","  3,672 ","  2,040 ","  79,126 ","  7,913 ","  2,920 ","  89,950 ",,,408,"  1,600 ","  55,912 ","  3,672 ","  2,040 ","  63,224 ","  6,322 ","  2,330 ","  71,870 "
409,"  7,300 ","  66,413 ","  3,681 ","  2,045 ","  79,439 ","  7,944 ","  2,930 ","  90,310 ",,,409,"  1,600 ","  56,119 ","  3,681 ","  2,045 ","  63,445 ","  6,345 ","  2,340 ","  72,130 "
410,"  7,300 ","  66,713 ","  3,690 ","  2,050 ","  79,753 ","  7,975 ","  2,950 ","  90,670 ",,,410,"  1,600 ","  56,326 ","  3,690 ","  2,050 ","  63,666 ","  6,367 ","  2,350 ","  72,380 "
411,"  7,300 ","  67,012 ","  3,699 ","  2,055 ","  80,066 ","  8,007 ","  2,960 ","  91,030 ",,,411,"  1,600 ","  56,532 ","  3,699 ","  2,055 ","  63,886 ","  6,389 ","  2,360 ","  72,630 "
412,"  7,300 ","  67,311 ","  3,708 ","  2,060 ","  80,379 ","  8,038 ","  2,970 ","  91,380 ",,,412,"  1,600 ","  56,739 ","  3,708 ","  2,060 ","  64,107 ","  6,411 ","  2,370 ","  72,880 "
413,"  7,300 ","  67,610 ","  3,717 ","  2,065 ","  80,692 ","  8,069 ","  2,980 ","  91,740 ",,,413,"  1,600 ","  56,945 ","  3,717 ","  2,065 ","  64,327 ","  6,433 ","  2,380 ","  73,140 "
414,"  7,300 ","  67,910 ","  3,726 ","  2,070 ","  81,006 ","  8,101 ","  2,990 ","  92,090 ",,,414,"  1,600 ","  57,152 ","  3,726 ","  2,070 ","  64,548 ","  6,455 ","  2,380 ","  73,380 "
415,"  7,300 ","  68,209 ","  3,735 ","  2,075 ","  81,319 ","  8,132 ","  3,000 ","  92,450 ",,,415,"  1,600 ","  57,359 ","  3,735 ","  2,075 ","  64,769 ","  6,477 ","  2,390 ","  73,630 "
416,"  7,300 ","  68,508 ","  3,744 ","  2,080 ","  81,632 ","  8,163 ","  3,020 ","  92,810 ",,,416,"  1,600 ","  57,565 ","  3,744 ","  2,080 ","  64,989 ","  6,499 ","  2,400 ","  73,880 "
417,"  7,300 ","  68,808 ","  3,753 ","  2,085 ","  81,946 ","  8,195 ","  3,030 ","  93,170 ",,,417,"  1,600 ","  57,772 ","  3,753 ","  2,085 ","  65,210 ","  6,521 ","  2,410 ","  74,140 "
418,"  7,300 ","  69,107 ","  3,762 ","  2,090 ","  82,259 ","  8,226 ","  3,040 ","  93,520 ",,,418,"  1,600 ","  57,978 ","  3,762 ","  2,090 ","  65,430 ","  6,543 ","  2,420 ","  74,390 "
419,"  7,300 ","  69,406 ","  3,771 ","  2,095 ","  82,572 ","  8,257 ","  3,050 ","  93,870 ",,,419,"  1,600 ","  58,185 ","  3,771 ","  2,095 ","  65,651 ","  6,565 ","  2,420 ","  74,630 "
420,"  7,300 ","  69,706 ","  3,780 ","  2,100 ","  82,886 ","  8,289 ","  3,060 ","  94,230 ",,,420,"  1,600 ","  58,392 ","  3,780 ","  2,100 ","  65,872 ","  6,587 ","  2,430 ","  74,880 "
421,"  7,300 ","  70,005 ","  3,789 ","  2,105 ","  83,199 ","  8,320 ","  3,070 ","  94,580 ",,,421,"  1,600 ","  58,598 ","  3,789 ","  2,105 ","  66,092 ","  6,609 ","  2,440 ","  75,140 "
422,"  7,300 ","  70,304 ","  3,798 ","  2,110 ","  83,512 ","  8,351 ","  3,080 ","  94,940 ",,,422,"  1,600 ","  58,805 ","  3,798 ","  2,110 ","  66,313 ","  6,631 ","  2,450 ","  75,390 "
423,"  7,300 ","  70,603 ","  3,807 ","  2,115 ","  83,825 ","  8,383 ","  3,100 ","  95,300 ",,,423,"  1,600 ","  59,011 ","  3,807 ","  2,115 ","  66,533 ","  6,653 ","  2,460 ","  75,640 "
424,"  7,300 ","  70,903 ","  3,816 ","  2,120 ","  84,139 ","  8,414 ","  3,110 ","  95,660 ",,,424,"  1,600 ","  59,218 ","  3,816 ","  2,120 ","  66,754 ","  6,675 ","  2,460 ","  75,880 "
425,"  7,300 ","  71,202 ","  3,825 ","  2,125 ","  84,452 ","  8,445 ","  3,120 ","  96,010 ",,,425,"  1,600 ","  59,425 ","  3,825 ","  2,125 ","  66,975 ","  6,698 ","  2,470 ","  76,140 "
426,"  7,300 ","  71,501 ","  3,834 ","  2,130 ","  84,765 ","  8,477 ","  3,130 ","  96,370 ",,,426,"  1,600 ","  59,631 ","  3,834 ","  2,130 ","  67,195 ","  6,720 ","  2,480 ","  76,390 "
427,"  7,300 ","  71,801 ","  3,843 ","  2,135 ","  85,079 ","  8,508 ","  3,140 ","  96,720 ",,,427,"  1,600 ","  59,838 ","  3,843 ","  2,135 ","  67,416 ","  6,742 ","  2,490 ","  76,640 "
428,"  7,300 ","  72,100 ","  3,852 ","  2,140 ","  85,392 ","  8,539 ","  3,150 ","  97,080 ",,,428,"  1,600 ","  60,044 ","  3,852 ","  2,140 ","  67,636 ","  6,764 ","  2,500 ","  76,900 "
429,"  7,300 ","  72,399 ","  3,861 ","  2,145 ","  85,705 ","  8,571 ","  3,170 ","  97,440 ",,,429,"  1,600 ","  60,251 ","  3,861 ","  2,145 ","  67,857 ","  6,786 ","  2,510 ","  77,150 "
430,"  7,300 ","  72,699 ","  3,870 ","  2,150 ","  86,019 ","  8,602 ","  3,180 ","  97,800 ",,,430,"  1,600 ","  60,458 ","  3,870 ","  2,150 ","  68,078 ","  6,808 ","  2,510 ","  77,390 "
431,"  7,300 ","  72,998 ","  3,879 ","  2,155 ","  86,332 ","  8,633 ","  3,190 ","  98,150 ",,,431,"  1,600 ","  60,664 ","  3,879 ","  2,155 ","  68,298 ","  6,830 ","  2,520 ","  77,640 "
432,"  7,300 ","  73,297 ","  3,888 ","  2,160 ","  86,645 ","  8,665 ","  3,200 ","  98,510 ",,,432,"  1,600 ","  60,871 ","  3,888 ","  2,160 ","  68,519 ","  6,852 ","  2,530 ","  77,900 "
433,"  7,300 ","  73,596 ","  3,897 ","  2,165 ","  86,958 ","  8,696 ","  3,210 ","  98,860 ",,,433,"  1,600 ","  61,077 ","  3,897 ","  2,165 ","  68,739 ","  6,874 ","  2,540 ","  78,150 "
434,"  7,300 ","  73,896 ","  3,906 ","  2,170 ","  87,272 ","  8,727 ","  3,220 ","  99,210 ",,,434,"  1,600 ","  61,284 ","  3,906 ","  2,170 ","  68,960 ","  6,896 ","  2,550 ","  78,400 "
435,"  7,300 ","  74,195 ","  3,915 ","  2,175 ","  87,585 ","  8,759 ","  3,240 ","  99,580 ",,,435,"  1,600 ","  61,491 ","  3,915 ","  2,175 ","  69,181 ","  6,918 ","  2,550 ","  78,640 "
436,"  7,300 ","  74,494 ","  3,924 ","  2,180 ","  87,898 ","  8,790 ","  3,250 ","  99,930 ",,,436,"  1,600 ","  61,697 ","  3,924 ","  2,180 ","  69,401 ","  6,940 ","  2,560 ","  78,900 "
437,"  7,300 ","  74,794 ","  3,933 ","  2,185 ","  88,212 ","  8,821 ","  3,260 ","  100,290 ",,,437,"  1,600 ","  61,904 ","  3,933 ","  2,185 ","  69,622 ","  6,962 ","  2,570 ","  79,150 "
438,"  7,300 ","  75,093 ","  3,942 ","  2,190 ","  88,525 ","  8,853 ","  3,270 ","  100,640 ",,,438,"  1,600 ","  62,110 ","  3,942 ","  2,190 ","  69,842 ","  6,984 ","  2,580 ","  79,400 "
439,"  7,300 ","  75,392 ","  3,951 ","  2,195 ","  88,838 ","  8,884 ","  3,280 ","  101,000 ",,,439,"  1,600 ","  62,317 ","  3,951 ","  2,195 ","  70,063 ","  7,006 ","  2,590 ","  79,650 "
440,"  7,300 ","  75,692 ","  3,960 ","  2,200 ","  89,152 ","  8,915 ","  3,290 ","  101,350 ",,,440,"  1,600 ","  62,524 ","  3,960 ","  2,200 ","  70,284 ","  7,028 ","  2,600 ","  79,910 "
441,"  7,300 ","  75,991 ","  3,969 ","  2,205 ","  89,465 ","  8,947 ","  3,310 ","  101,720 ",,,441,"  1,600 ","  62,730 ","  3,969 ","  2,205 ","  70,504 ","  7,050 ","  2,600 ","  80,150 "
442,"  7,300 ","  76,290 ","  3,978 ","  2,210 ","  89,778 ","  8,978 ","  3,320 ","  102,070 ",,,442,"  1,600 ","  62,937 ","  3,978 ","  2,210 ","  70,725 ","  7,073 ","  2,610 ","  80,400 "
443,"  7,300 ","  76,589 ","  3,987 ","  2,215 ","  90,091 ","  9,009 ","  3,330 ","  102,430 ",,,443,"  1,600 ","  63,143 ","  3,987 ","  2,215 ","  70,945 ","  7,095 ","  2,620 ","  80,660 "
444,"  7,300 ","  76,889 ","  3,996 ","  2,220 ","  90,405 ","  9,041 ","  3,340 ","  102,780 ",,,444,"  1,600 ","  63,350 ","  3,996 ","  2,220 ","  71,166 ","  7,117 ","  2,630 ","  80,910 "
445,"  7,300 ","  77,188 ","  4,005 ","  2,225 ","  90,718 ","  9,072 ","  3,350 ","  103,140 ",,,445,"  1,600 ","  63,557 ","  4,005 ","  2,225 ","  71,387 ","  7,139 ","  2,640 ","  81,160 "
446,"  7,300 ","  77,487 ","  4,014 ","  2,230 ","  91,031 ","  9,103 ","  3,360 ","  103,490 ",,,446,"  1,600 ","  63,763 ","  4,014 ","  2,230 ","  71,607 ","  7,161 ","  2,640 ","  81,400 "
447,"  7,300 ","  77,787 ","  4,023 ","  2,235 ","  91,345 ","  9,135 ","  3,370 ","  103,850 ",,,447,"  1,600 ","  63,970 ","  4,023 ","  2,235 ","  71,828 ","  7,183 ","  2,650 ","  81,660 "
448,"  7,300 ","  78,086 ","  4,032 ","  2,240 ","  91,658 ","  9,166 ","  3,390 ","  104,210 ",,,448,"  1,600 ","  64,176 ","  4,032 ","  2,240 ","  72,048 ","  7,205 ","  2,660 ","  81,910 "
449,"  7,300 ","  78,385 ","  4,041 ","  2,245 ","  91,971 ","  9,197 ","  3,400 ","  104,560 ",,,449,"  1,600 ","  64,383 ","  4,041 ","  2,245 ","  72,269 ","  7,227 ","  2,670 ","  82,160 "
450,"  7,300 ","  78,685 ","  4,050 ","  2,250 ","  92,285 ","  9,229 ","  3,410 ","  104,920 ",,,450,"  1,600 ","  64,590 ","  4,050 ","  2,250 ","  72,490 ","  7,249 ","  2,680 ","  82,410 "
451,"  7,300 ","  78,984 ","  4,059 ","  2,255 ","  92,598 ","  9,260 ","  3,420 ","  105,270 ",,,451,"  7,300 ","  64,889 ","  4,059 ","  2,255 ","  78,503 ","  7,850 ","  2,900 ","  89,250 "
452,"  7,300 ","  79,283 ","  4,068 ","  2,260 ","  92,911 ","  9,291 ","  3,430 ","  105,630 ",,,452,"  7,300 ","  65,188 ","  4,068 ","  2,260 ","  78,816 ","  7,882 ","  2,910 ","  89,600 "
453,"  7,300 ","  79,582 ","  4,077 ","  2,265 ","  93,224 ","  9,322 ","  3,440 ","  105,980 ",,,453,"  7,300 ","  65,487 ","  4,077 ","  2,265 ","  79,129 ","  7,913 ","  2,920 ","  89,960 "
454,"  7,300 ","  79,882 ","  4,086 ","  2,270 ","  93,538 ","  9,354 ","  3,460 ","  106,350 ",,,454,"  7,300 ","  65,787 ","  4,086 ","  2,270 ","  79,443 ","  7,944 ","  2,930 ","  90,310 "
455,"  7,300 ","  80,181 ","  4,095 ","  2,275 ","  93,851 ","  9,385 ","  3,470 ","  106,700 ",,,455,"  7,300 ","  66,086 ","  4,095 ","  2,275 ","  79,756 ","  7,976 ","  2,950 ","  90,680 "
456,"  7,300 ","  80,480 ","  4,104 ","  2,280 ","  94,164 ","  9,416 ","  3,480 ","  107,060 ",,,456,"  7,300 ","  66,385 ","  4,104 ","  2,280 ","  80,069 ","  8,007 ","  2,960 ","  91,030 "
457,"  7,300 ","  80,780 ","  4,113 ","  2,285 ","  94,478 ","  9,448 ","  3,490 ","  107,410 ",,,457,"  7,300 ","  66,685 ","  4,113 ","  2,285 ","  80,383 ","  8,038 ","  2,970 ","  91,390 "
458,"  7,300 ","  81,079 ","  4,122 ","  2,290 ","  94,791 ","  9,479 ","  3,500 ","  107,770 ",,,458,"  7,300 ","  66,984 ","  4,122 ","  2,290 ","  80,696 ","  8,070 ","  2,980 ","  91,740 "
459,"  7,300 ","  81,378 ","  4,131 ","  2,295 ","  95,104 ","  9,510 ","  3,510 ","  108,120 ",,,459,"  7,300 ","  67,283 ","  4,131 ","  2,295 ","  81,009 ","  8,101 ","  2,990 ","  92,100 "
460,"  7,300 ","  81,678 ","  4,140 ","  2,300 ","  95,418 ","  9,542 ","  3,530 ","  108,490 ",,,460,"  7,300 ","  67,583 ","  4,140 ","  2,300 ","  81,323 ","  8,132 ","  3,000 ","  92,450 "
461,"  7,300 ","  81,977 ","  4,149 ","  2,305 ","  95,731 ","  9,573 ","  3,540 ","  108,840 ",,,461,"  7,300 ","  67,882 ","  4,149 ","  2,305 ","  81,636 ","  8,164 ","  3,020 ","  92,820 "
462,"  7,300 ","  82,276 ","  4,158 ","  2,310 ","  96,044 ","  9,604 ","  3,550 ","  109,190 ",,,462,"  7,300 ","  68,181 ","  4,158 ","  2,310 ","  81,949 ","  8,195 ","  3,030 ","  93,170 "
463,"  7,300 ","  82,575 ","  4,167 ","  2,315 ","  96,357 ","  9,636 ","  3,560 ","  109,550 ",,,463,"  7,300 ","  68,480 ","  4,167 ","  2,315 ","  82,262 ","  8,226 ","  3,040 ","  93,520 "
464,"  7,300 ","  82,875 ","  4,176 ","  2,320 ","  96,671 ","  9,667 ","  3,570 ","  109,900 ",,,464,"  7,300 ","  68,780 ","  4,176 ","  2,320 ","  82,576 ","  8,258 ","  3,050 ","  93,880 "
465,"  7,300 ","  83,174 ","  4,185 ","  2,325 ","  96,984 ","  9,698 ","  3,580 ","  110,260 ",,,465,"  7,300 ","  69,079 ","  4,185 ","  2,325 ","  82,889 ","  8,289 ","  3,060 ","  94,230 "
466,"  7,300 ","  83,473 ","  4,194 ","  2,330 ","  97,297 ","  9,730 ","  3,590 ","  110,610 ",,,466,"  7,300 ","  69,378 ","  4,194 ","  2,330 ","  83,202 ","  8,320 ","  3,070 ","  94,590 "
467,"  7,300 ","  83,773 ","  4,203 ","  2,335 ","  97,611 ","  9,761 ","  3,610 ","  110,980 ",,,467,"  7,300 ","  69,678 ","  4,203 ","  2,335 ","  83,516 ","  8,352 ","  3,090 ","  94,950 "
468,"  7,300 ","  84,072 ","  4,212 ","  2,340 ","  97,924 ","  9,792 ","  3,620 ","  111,330 ",,,468,"  7,300 ","  69,977 ","  4,212 ","  2,340 ","  83,829 ","  8,383 ","  3,100 ","  95,310 "
469,"  7,300 ","  84,371 ","  4,221 ","  2,345 ","  98,237 ","  9,824 ","  3,630 ","  111,690 ",,,469,"  7,300 ","  70,276 ","  4,221 ","  2,345 ","  84,142 ","  8,414 ","  3,110 ","  95,660 "
470,"  7,300 ","  84,671 ","  4,230 ","  2,350 ","  98,551 ","  9,855 ","  3,640 ","  112,040 ",,,470,"  7,300 ","  70,576 ","  4,230 ","  2,350 ","  84,456 ","  8,446 ","  3,120 ","  96,020 "
471,"  7,300 ","  84,970 ","  4,239 ","  2,355 ","  98,864 ","  9,886 ","  3,650 ","  112,400 ",,,471,"  7,300 ","  70,875 ","  4,239 ","  2,355 ","  84,769 ","  8,477 ","  3,130 ","  96,370 "
472,"  7,300 ","  85,269 ","  4,248 ","  2,360 ","  99,177 ","  9,918 ","  3,660 ","  112,750 ",,,472,"  7,300 ","  71,174 ","  4,248 ","  2,360 ","  85,082 ","  8,508 ","  3,140 ","  96,730 "
473,"  7,300 ","  85,568 ","  4,257 ","  2,365 ","  99,490 ","  9,949 ","  3,680 ","  113,110 ",,,473,"  7,300 ","  71,473 ","  4,257 ","  2,365 ","  85,395 ","  8,540 ","  3,150 ","  97,080 "
474,"  7,300 ","  85,868 ","  4,266 ","  2,370 ","  99,804 ","  9,980 ","  3,690 ","  113,470 ",,,474,"  7,300 ","  71,773 ","  4,266 ","  2,370 ","  85,709 ","  8,571 ","  3,170 ","  97,450 "
475,"  7,300 ","  86,167 ","  4,275 ","  2,375 ","  100,117 ","  10,012 ","  3,700 ","  113,820 ",,,475,"  7,300 ","  72,072 ","  4,275 ","  2,375 ","  86,022 ","  8,602 ","  3,180 ","  97,800 "
476,"  7,300 ","  86,466 ","  4,284 ","  2,380 ","  100,430 ","  10,043 ","  3,710 ","  114,180 ",,,476,"  7,300 ","  72,371 ","  4,284 ","  2,380 ","  86,335 ","  8,634 ","  3,190 ","  98,150 "
477,"  7,300 ","  86,766 ","  4,293 ","  2,385 ","  100,744 ","  10,074 ","  3,720 ","  114,530 ",,,477,"  7,300 ","  72,671 ","  4,293 ","  2,385 ","  86,649 ","  8,665 ","  3,200 ","  98,510 "
478,"  7,300 ","  87,065 ","  4,302 ","  2,390 ","  101,057 ","  10,106 ","  3,730 ","  114,890 ",,,478,"  7,300 ","  72,970 ","  4,302 ","  2,390 ","  86,962 ","  8,696 ","  3,210 ","  98,860 "
479,"  7,300 ","  87,364 ","  4,311 ","  2,395 ","  101,370 ","  10,137 ","  3,750 ","  115,250 ",,,479,"  7,300 ","  73,269 ","  4,311 ","  2,395 ","  87,275 ","  8,728 ","  3,220 ","  99,220 "
480,"  7,300 ","  87,664 ","  4,320 ","  2,400 ","  101,684 ","  10,168 ","  3,760 ","  115,610 ",,,480,"  7,300 ","  73,569 ","  4,320 ","  2,400 ","  87,589 ","  8,759 ","  3,240 ","  99,580 "
481,"  7,300 ","  87,963 ","  4,329 ","  2,405 ","  101,997 ","  10,200 ","  3,770 ","  115,960 ",,,481,"  7,300 ","  73,868 ","  4,329 ","  2,405 ","  87,902 ","  8,790 ","  3,250 ","  99,940 "
482,"  7,300 ","  88,262 ","  4,338 ","  2,410 ","  102,310 ","  10,231 ","  3,780 ","  116,320 ",,,482,"  7,300 ","  74,167 ","  4,338 ","  2,410 ","  88,215 ","  8,822 ","  3,260 ","  100,290 "
483,"  7,300 ","  88,561 ","  4,347 ","  2,415 ","  102,623 ","  10,262 ","  3,790 ","  116,670 ",,,483,"  7,300 ","  74,466 ","  4,347 ","  2,415 ","  88,528 ","  8,853 ","  3,270 ","  100,650 "
484,"  7,300 ","  88,861 ","  4,356 ","  2,420 ","  102,937 ","  10,294 ","  3,800 ","  117,030 ",,,484,"  7,300 ","  74,766 ","  4,356 ","  2,420 ","  88,842 ","  8,884 ","  3,280 ","  101,000 "
485,"  7,300 ","  89,160 ","  4,365 ","  2,425 ","  103,250 ","  10,325 ","  3,820 ","  117,390 ",,,485,"  7,300 ","  75,065 ","  4,365 ","  2,425 ","  89,155 ","  8,916 ","  3,290 ","  101,360 "
486,"  7,300 ","  89,459 ","  4,374 ","  2,430 ","  103,563 ","  10,356 ","  3,830 ","  117,740 ",,,486,"  7,300 ","  75,364 ","  4,374 ","  2,430 ","  89,468 ","  8,947 ","  3,310 ","  101,720 "
487,"  7,300 ","  89,759 ","  4,383 ","  2,435 ","  103,877 ","  10,388 ","  3,840 ","  118,100 ",,,487,"  7,300 ","  75,664 ","  4,383 ","  2,435 ","  89,782 ","  8,978 ","  3,320 ","  102,080 "
488,"  7,300 ","  90,058 ","  4,392 ","  2,440 ","  104,190 ","  10,419 ","  3,850 ","  118,450 ",,,488,"  7,300 ","  75,963 ","  4,392 ","  2,440 ","  90,095 ","  9,010 ","  3,330 ","  102,430 "
489,"  7,300 ","  90,357 ","  4,401 ","  2,445 ","  104,503 ","  10,450 ","  3,860 ","  118,810 ",,,489,"  7,300 ","  76,262 ","  4,401 ","  2,445 ","  90,408 ","  9,041 ","  3,340 ","  102,780 "
490,"  7,300 ","  90,657 ","  4,410 ","  2,450 ","  104,817 ","  10,482 ","  3,870 ","  119,160 ",,,490,"  7,300 ","  76,562 ","  4,410 ","  2,450 ","  90,722 ","  9,072 ","  3,350 ","  103,140 "
491,"  7,300 ","  90,956 ","  4,419 ","  2,455 ","  105,130 ","  10,513 ","  3,880 ","  119,520 ",,,491,"  7,300 ","  76,861 ","  4,419 ","  2,455 ","  91,035 ","  9,104 ","  3,360 ","  103,490 "
492,"  7,300 ","  91,255 ","  4,428 ","  2,460 ","  105,443 ","  10,544 ","  3,900 ","  119,880 ",,,492,"  7,300 ","  77,160 ","  4,428 ","  2,460 ","  91,348 ","  9,135 ","  3,370 ","  103,850 "
493,"  7,300 ","  91,554 ","  4,437 ","  2,465 ","  105,756 ","  10,576 ","  3,910 ","  120,240 ",,,493,"  7,300 ","  77,459 ","  4,437 ","  2,465 ","  91,661 ","  9,166 ","  3,390 ","  104,210 "
494,"  7,300 ","  91,854 ","  4,446 ","  2,470 ","  106,070 ","  10,607 ","  3,920 ","  120,590 ",,,494,"  7,300 ","  77,759 ","  4,446 ","  2,470 ","  91,975 ","  9,198 ","  3,400 ","  104,570 "
495,"  7,300 ","  92,153 ","  4,455 ","  2,475 ","  106,383 ","  10,638 ","  3,930 ","  120,950 ",,,495,"  7,300 ","  78,058 ","  4,455 ","  2,475 ","  92,288 ","  9,229 ","  3,410 ","  104,920 "
496,"  7,300 ","  92,452 ","  4,464 ","  2,480 ","  106,696 ","  10,670 ","  3,940 ","  121,300 ",,,496,"  7,300 ","  78,357 ","  4,464 ","  2,480 ","  92,601 ","  9,260 ","  3,420 ","  105,280 "
497,"  7,300 ","  92,752 ","  4,473 ","  2,485 ","  107,010 ","  10,701 ","  3,950 ","  121,660 ",,,497,"  7,300 ","  78,657 ","  4,473 ","  2,485 ","  92,915 ","  9,292 ","  3,430 ","  105,630 "
498,"  7,300 ","  93,051 ","  4,482 ","  2,490 ","  107,323 ","  10,732 ","  3,970 ","  122,020 ",,,498,"  7,300 ","  78,956 ","  4,482 ","  2,490 ","  93,228 ","  9,323 ","  3,440 ","  105,990 "
499,"  7,300 ","  93,350 ","  4,491 ","  2,495 ","  107,636 ","  10,764 ","  3,980 ","  122,380 ",,,499,"  7,300 ","  79,255 ","  4,491 ","  2,495 ","  93,541 ","  9,354 ","  3,460 ","  106,350 "
500,"  7,300 ","  93,650 ","  4,500 ","  2,500 ","  107,950 ","  10,795 ","  3,990 ","  122,730 ",,,500,"  7,300 ","  79,555 ","  4,500 ","  2,500 ","  93,855 ","  9,386 ","  3,470 ","  106,710 "
501,"  7,300 ","  93,949 ","  4,509 ","  2,505 ","  108,263 ","  10,826 ","  4,000 ","  123,080 ",,,501,"  7,300 ","  79,854 ","  4,509 ","  2,505 ","  94,168 ","  9,417 ","  3,480 ","  107,060 "
502,"  7,300 ","  94,248 ","  4,518 ","  2,510 ","  108,576 ","  10,858 ","  4,010 ","  123,440 ",,,502,"  7,300 ","  80,153 ","  4,518 ","  2,510 ","  94,481 ","  9,448 ","  3,490 ","  107,410 "
503,"  7,300 ","  94,547 ","  4,527 ","  2,515 ","  108,889 ","  10,889 ","  4,020 ","  123,790 ",,,503,"  7,300 ","  80,452 ","  4,527 ","  2,515 ","  94,794 ","  9,479 ","  3,500 ","  107,770 "
504,"  7,300 ","  94,847 ","  4,536 ","  2,520 ","  109,203 ","  10,920 ","  4,040 ","  124,160 ",,,504,"  7,300 ","  80,752 ","  4,536 ","  2,520 ","  95,108 ","  9,511 ","  3,510 ","  108,120 "
